date,price_usd,hashrate_th_s,difficulty,transactions_count,miners_revenue_usd,electricity_price_usd_kwh,efficiency_j_th,miners_revenue_btc
2023-12-25,43013.46,497542848.9451839,72006146478567.08,535741.0,45016232.312319785,0.08070000000000001,17.5,1046.561525446216
2023-12-26,43599.61,497542848.9451839,72006146478567.08,553693.0,44429205.61532214,0.08070000000000001,17.5,1019.0275925707166
2023-12-27,42514.79,461748399.3807821,72006146478567.0,545556.0,46783050.714829125,0.08070000000000001,17.5,1100.3947265135057
2023-12-28,43470.76,433112839.72926086,72006146478567.0,417180.0,42422981.18148732,0.08070000000000001,17.5,975.8969289123843
2023-12-29,42609.23,540496188.4224659,72006146478567.16,581449.0,49093691.46371118,0.08070000000000001,17.5,1152.1844319578452
2023-12-30,42086.22,519019518.6838249,72006146478567.12,533823.0,49356320.35824165,0.08070000000000001,17.5,1172.743010853473
2023-12-31,42148.38,558393413.2046669,72006146478567.17,731351.0,56442917.34532426,0.08070000000000001,17.5,1339.1479659556137
2024-01-01,42249.69,554813968.2482265,72006146478567.17,657752.0,50875146.64536134,0.0776,15.0,1204.1543179455598
2024-01-02,44176.26,468907289.29366255,72006146478567.02,367319.0,43517765.64175245,0.0776,15.0,985.093931486107
2024-01-03,44958.98,565552303.117547,72006146478567.19,502749.0,49942736.51560193,0.0776,15.0,1110.851191810889
2024-01-04,42854.95,608505642.5948291,72006146478567.25,482557.0,51742209.32374138,0.0776,15.0,1207.3799951637181
2024-01-05,44190.1,493963403.98874366,72006146478567.08,420884.0,42917989.38384478,0.0776,15.0,971.2127690103616
2024-01-06,44181.1,509059003.5142141,73146570446681.67,382140.0,42219253.58289772,0.0776,15.0,955.5953469446828
2024-01-07,43975.63,429363547.6531167,73197634206448.0,348688.0,35888603.51598232,0.0776,15.0,816.1020891794461
2024-01-08,43928.07,447556918.3163843,73197634206448.0,414359.0,40680377.09676569,0.0776,15.0,926.0679355311009
2024-01-09,46972.42,553078468.1633366,73197634206448.0,468088.0,49538486.49160472,0.0776,15.0,1054.6292162848906
2024-01-10,46143.31,483943659.64291966,73197634206448.0,383774.0,41930208.961562425,0.0776,15.0,908.6953008261095
2024-01-11,46649.42,629490624.9490609,73197634206448.0,449075.0,55090803.641925655,0.0776,15.0,1180.9536676324306
2024-01-12,46355.63,611297254.2857933,73197634206448.0,375872.0,53989678.34155952,0.0776,15.0,1164.6843833545036
2024-01-13,42843.98,578549187.0919114,73197634206448.0,652483.0,48673245.39783318,0.0776,15.0,1136.0579805572027
2024-01-14,42837.18,465750288.9796519,73197634206448.0,591806.0,43605321.901035935,0.0776,15.0,1017.9316635930735
2024-01-15,41716.15,414808851.1225025,73197634206448.0,408499.0,35351902.51078625,0.0776,15.0,847.4392414157646
2024-01-16,42497.78,454834266.5816914,73197634206448.0,470122.0,38834220.32375118,0.0776,15.0,913.794092862055
2024-01-17,43132.4,440279570.0510773,73197634206448.0,449415.0,36774948.19774859,0.0776,15.0,852.6061197092808
2024-01-18,42742.78,516691726.83680135,73197634206448.0,484017.0,42582217.75309462,0.0776,15.0,996.2435235399902
2024-01-19,41262.64,480304985.51026607,73197634206448.0,460763.0,38173782.20108948,0.0776,15.0,925.1415372620239
2024-01-20,41620.04,513378340.1866717,72219650984228.06,563331.0,40838677.04548536,0.0776,15.0,981.2262805486338
2024-01-21,41659.4,489551347.763542,70343519904867.086,600202.0,40129996.80070496,0.0776,15.0,963.287920630277
2024-01-22,41557.6,559487254.5869052,70343519904867.2,457620.0,44483822.24441322,0.0776,15.0,1070.4136486325779
2024-01-23,39505.09,538506482.5398962,70343519904867.17,368462.0,41501393.373973474,0.0776,15.0,1050.5328142265587
2024-01-24,39856.34,524519301.1752236,70343519904867.15,372499.0,39896278.22309834,0.0776,15.0,1001.0020544560374
2024-01-25,40068.49,632919956.7514365,70343519904867.29,340188.0,48344552.33062511,0.0776,15.0,1206.5478966296237
2024-01-26,39925.5,531512891.8575599,70343519904867.16,493218.0,41750111.50718081,0.0776,15.0,1045.7004046832428
2024-01-27,41813.44,597952003.3397549,70343519904867.25,597446.0,47675471.29990798,0.0776,15.0,1140.194906228906
2024-01-28,42124.31,559487254.5869052,70343519904867.2,636523.0,45107620.53080758,0.0776,15.0,1070.821588076044
2024-01-29,42030.81,545500073.2222326,70343519904867.18,575203.0,43764851.71744079,0.0776,15.0,1041.2564430102773
2024-01-30,43274.65,503538529.1282147,70343519904867.11,523509.0,41887695.83859968,0.0776,15.0,967.9499623590181
2024-01-31,42950.77,458080189.69302857,70343519904867.02,444450.0,37948047.32824909,0.0776,15.0,883.5242611075213
2024-02-01,42557.22,535009687.19872814,70343519904867.17,413272.0,43048043.6250182,0.0768,15.0,1011.5332633338879
2024-02-02,43061.16,676117474.0216229,72346611061723.23,429732.0,53422971.55081713,0.0768,15.0,1240.6301072896579
2024-02-03,43183.04,566738184.6284933,75502165623894.0,515539.0,48887964.89018517,0.0768,15.0,1132.1103120619848
2024-02-04,42991.51,581751116.6716322,75502165623894.0,336211.0,45783886.783488914,0.0768,15.0,1064.9518191728764
2024-02-05,42576.16,585504349.682417,75502165623894.0,281482.0,45076244.44078093,0.0768,15.0,1058.720289494894
2024-02-06,42653.29,638049611.833403,75502165623894.0,278093.0,47917909.033910885,0.0768,15.0,1123.4282052782069
2024-02-07,43080.9,600517281.7255559,75502165623894.0,427538.0,47540598.549763575,0.0768,15.0,1103.5191592971264
2024-02-08,44318.84,517946155.488292,75502165623894.0,285101.0,42786545.164145045,0.0768,15.0,965.425655638664
2024-02-09,45312.45,623036679.7902641,75502165623894.0,334084.0,51030599.76285844,0.0768,15.0,1126.1937891872642
2024-02-10,47134.54,570491417.639278,75502165623894.0,399252.0,46943037.64336504,0.0768,15.0,995.9371120067161
2024-02-11,47771.36,514192922.4775072,75502165623894.0,329938.0,48789312.40784685,0.0768,15.0,1021.3088429520711
2024-02-12,48301.95,671828708.9304657,75502165623894.0,409911.0,57764470.8403383,0.0768,15.0,1195.903495414539
2024-02-13,49958.35,506686456.4559378,75502165623894.0,313178.0,44242861.69005214,0.0768,15.0,885.5949343813825
2024-02-14,49739.24,521699388.4990767,75502165623894.0,296717.0,47673442.25853746,0.0768,15.0,958.4674445877632
2024-02-15,51821.86,605343973.9976323,77563331090797.1,303306.0,53715187.40537837,0.0768,15.0,1036.5353039311667
2024-02-16,51946.01,544386616.4219546,81725299822043.17,312782.0,47283903.32749274,0.0768,15.0,910.2509187422236
2024-02-17,52172.07,609388003.457412,81725299822043.25,327713.0,49886963.26454996,0.0768,15.0,956.2005736891399
2024-02-18,51685.35,491572989.4556458,81725299822043.08,343417.0,41074931.24964146,0.0768,15.0,794.7112914905571
2024-02-19,52128.57,552511789.8013868,81725299822043.17,366108.0,45808218.64349052,0.0768,15.0,878.7545609536292
2024-02-20,51782.08,572824723.2499672,81725299822043.2,397096.0,47322899.81340297,0.0768,15.0,913.8856495027425
2024-02-21,52269.58,560636963.180819,81725299822043.19,369949.0,46674931.29171306,0.0768,15.0,892.9654933464752
2024-02-22,51862.86,548449203.1116709,81725299822043.17,365090.0,45627275.608025245,0.0768,15.0,879.7678263023914
2024-02-23,51303.43,645951283.6648567,81725299822043.3,409204.0,53016307.2479841,0.0768,15.0,1033.387187717938
2024-02-24,50727.66,556574376.491103,81725299822043.19,340419.0,45831218.69224145,0.0768,15.0,903.4759082567863
2024-02-25,51559.99,666264217.113437,81725299822043.31,418801.0,54200240.79129108,0.0768,15.0,1051.2073565431467
2024-02-26,51727.76,540324029.7322387,81725299822043.16,356184.0,46477960.25115287,0.0768,15.0,898.5109784601706
2024-02-27,54529.54,524073682.9733743,81725299822043.12,387598.0,48126498.31303941,0.0768,15.0,882.5766421840236
2024-02-28,57075.01,605325416.7676959,81725299822043.25,413800.0,59287809.13205337,0.0768,15.0,1038.7700174218694
2024-02-29,62498.79,540324029.7322387,81725299822043.16,407090.0,56281732.801982574,0.0768,15.0,900.5251589987994
2024-03-01,61172.49,608054004.3789,79428308380841.48,419284.0,63104927.27289995,0.0779,15.0,1031.589972435321
2024-03-02,62437.0,500960510.1218159,79351228131136.9,339311.0,51776059.72787791,0.0779,15.0,829.2528425112979
2024-03-03,62033.66,611408496.6053661,79351228131136.75,385447.0,63058947.8407899,0.0779,15.0,1016.5279275926956
2024-03-04,63168.4,508849652.0134983,79351228131136.9,361258.0,58085233.07854189,0.0779,15.0,919.5299086021157
2024-03-05,68377.67,658743347.9554589,79351228131136.69,424347.0,75940656.31789975,0.0779,15.0,1110.6060840900216
2024-03-06,63797.73,552239932.41775,79351228131136.83,381934.0,61907827.1921857,0.0779,15.0,970.3766449399641
2024-03-07,66102.23,710022770.2513928,79351228131136.64,436344.0,78496285.61822377,0.0779,15.0,1187.4982979881886
2024-03-08,66937.0,607463925.659525,79351228131136.75,426928.0,68298914.49705783,0.0779,15.0,1020.346213559882
2024-03-09,68306.9,642965064.1720946,79351228131136.72,359029.0,74825227.26763998,0.0779,15.0,1095.4270691195177
2024-03-10,68499.42,564073645.2552733,79351228131136.81,368196.0,64382576.39751776,0.0779,15.0,939.8995845149896
2024-03-11,69026.97,670577060.7929822,79351228131136.69,394098.0,78889620.04037066,0.0779,15.0,1142.8811092297788
