date,avg_block_size,cost_per_tx,dificultad,dificultad_btc,fees_total_btc,hashrate,hashrate_btc,ingresos_mineros_btc,market_cap,mempool_size,miners_revenue_usd,n_unique_addresses,precio_btc,total_btc_sent,trade_volume_exchange,transacciones_btc,transacciones_dia,transacciones_segundo,efficiency_j_th,elec_cost_kwh,attack_hourly_cost_usd
2017-04-25,0.966010324324325,8.25668428693148,520808749422.0,520808749422.0,271.62738431,3831652.4171672,3831652.4171672,2730056.14610532,20692494218.117756,31947659.010416668,2730056.14610532,580199.0,1253.57,16292951.44557823,3821771.3947,325387.0,325387.0,3.414930555555556,83.27053669222344,0.0678,21632.52246665951
2017-04-26,0.971854882352941,8.40530428663121,520808749422.0,520808749422.0,253.84367765,3961100.13396339,3961100.13396339,2834899.00327354,21051785056.594715,30566122.942708332,2834899.00327354,606557.0,1272.67,16294835.855263159,6691037.0716,334471.0,334471.0,3.5046874999999993,83.22562979189485,0.0678,22351.290614951053
2017-04-27,0.967617979591837,9.3526070743789,521839702599.075,521839702599.075,256.44731571,3814281.63369607,3814281.63369607,2802873.46151354,21550476251.70112,32209406.786458332,2802873.46151354,554692.0,1288.02,16296713.099315068,11210449.5126,297884.0,297884.0,3.5689236111111104,83.18072289156626,0.0678,21511.22490427414
2017-04-28,0.996674536764706,8.51590765988459,521974519553.0,521974519553.0,249.68419536,3528859.19852154,3528859.19852154,2599659.64724063,21741072871.06838,42568047.302083336,2599659.64724063,582827.0,1330.33,16298481.25,8870267.9476,305271.0,305271.0,3.586979166666667,83.13581599123768,0.0678,19890.797133337124
2017-04-29,0.971570312138729,9.53166986227116,521974519553.0,521974519553.0,256.37648122,4488916.48047225,4488916.48047225,3282240.04874294,21876055909.33136,29306454.182291668,3282240.04874294,634026.0,1330.7,16300412.572674418,10958367.728,341319.0,341319.0,3.396354166666667,83.0909090909091,0.0678,25288.596651061904
2017-04-30,0.971893516556292,9.94513705902652,521974519553.0,521974519553.0,199.30763935,3918071.61012318,3918071.61012318,2841932.31112448,21904547862.800068,14396953.755208334,2841932.31112448,526653.0,1333.0,16302435.083333334,5235290.85,281489.0,281489.0,3.1010416666666667,83.04600219058051,0.0678,22060.776442462153
2017-05-01,0.977420893333333,9.97152334069835,521974519553.0,521974519553.0,227.7488656,3892124.1160164,3892124.1160164,3028192.09419664,22859112131.80406,13899985.317708334,3028192.09419664,542848.0,1354.8,16304308.783783784,4794962.352,294786.0,294786.0,3.4869791666666665,83.00109529025193,0.0719,23227.33559725397
2017-05-02,0.980238126582278,9.7638044893811,521974519553.0,521974519553.0,272.67966183,4099704.06887061,4099704.06887061,3252918.8674867,23613511777.40725,27517969.833333332,3252918.8674867,609091.0,1390.86,16306243.75,11963301.4782,333161.0,333161.0,3.764583333333334,82.95618838992333,0.0719,24452.8896794639
2017-05-03,0.995290871212121,9.49152071092852,521974519553.0,521974519553.0,247.34367708,3425069.22209443,3425069.22209443,2801412.84630984,24109817123.33818,41648930.578125,2801412.84630984,547222.0,1447.55,16308056.25,12982815.391,295149.0,295149.0,3.571354166666667,82.91128148959474,0.0719,20417.937556558696
2017-05-04,0.971046744047619,10.63738900782,521974519553.0,521974519553.0,307.09568071,4359179.00993837,4359179.00993837,3837374.260237,25444266810.225643,55040284.489583336,3837374.260237,676231.0,1501.0,16309939.68373494,16612962.93,354737.0,354737.0,4.0263888888888895,82.86637458926616,0.0719,25972.391037149875
2017-05-05,0.961245868217055,11.0883304537769,521974519553.0,521974519553.0,261.31168454,3347226.73977411,3347226.73977411,2992751.47780483,25652510713.03391,78788948.29166667,2992751.47780483,523630.0,1537.23,16311792.87109375,30064114.3959,267193.0,267193.0,3.514409722222222,82.82146768893757,0.0719,19932.278428726375
2017-05-06,0.964933172619048,10.293458203122,521974519553.0,521974519553.0,296.57369266,4359179.00993837,4359179.00993837,3736751.78381375,25442378481.067303,74455117.18229167,3736751.78381375,677422.0,1518.75,16313643.75,23708416.5,363022.0,363022.0,3.3149305555555557,82.77656078860898,0.0719,25944.241149300156
2017-05-07,0.964836443113773,11.8071247153021,521974519553.0,521974519553.0,277.03575031,4333231.51583159,4333231.51583159,3798375.63516212,25616809857.04604,57109964.234375,3798375.63516212,581370.0,1554.04,16315741.363636363,12246037.2252,316011.0,316011.0,3.2897569444444437,82.73165388828039,0.0719,25775.819977962317
2017-05-08,0.968144155555555,11.5369009336445,521974519553.0,521974519553.0,316.4495528,4670548.93921968,4670548.93921968,4358595.02512714,26562455797.36861,49800480.25,4358595.02512714,691481.0,1558.74,16317892.231638419,11974645.9524,365096.0,365096.0,4.073784722222222,82.6867469879518,0.0719,27767.240637268307
2017-05-09,0.987786522580645,11.5714988345092,521974519553.0,521974519553.0,302.96153363,4021861.58655028,4021861.58655028,3851908.9605326,28060594777.61002,59958412.265625,3851908.9605326,621157.0,1651.1,16320000.0,31765892.653,332879.0,332879.0,4.066493055555555,82.64184008762322,0.0719,23897.693626288463
2017-05-10,0.960165790540541,12.2777204363679,555092980096.736,555092980096.736,303.26495895,4119773.00240534,4119773.00240534,3872761.35724353,28625671675.692543,89702405.07291667,3872761.35724353,592447.0,1720.26,16321896.489726027,28897787.61,311391.0,311391.0,3.601388888888889,82.59693318729464,0.0719,24466.176249164924
2017-05-11,0.961242696296296,12.2260378997121,559970892890.0,559970892890.0,279.58022914,3757901.04949136,3757901.04949136,3603539.08867485,29867146693.648643,103858702.84375,3603539.08867485,568522.0,1774.52,16323662.5,20004146.2148,294743.0,294743.0,3.4296875,82.55202628696605,0.0719,22304.986693320676
2017-05-12,0.954580519480518,12.6224379501757,559970892890.0,559970892890.0,322.05057537,4286790.82682718,4286790.82682718,4010123.29189492,29112885789.547344,110121287.71354167,4010123.29189492,600569.0,1829.0,16325468.75,26974512.67,317698.0,317698.0,3.086315789473684,82.50711938663746,0.0719,25430.365826235757
2017-05-13,0.955090025316455,11.8070440595594,559970892890.0,559970892890.0,301.19440047,4398136.0431084,4398136.0431084,3887658.1693149,27908517842.191845,102372718.11458333,3887658.1693149,623294.0,1692.88,16327418.75,28851381.4064,329266.0,329266.0,2.897395833333334,82.46221248630887,0.0719,26076.69408010285
2017-05-14,0.975085658536585,11.5893037190299,559970892890.0,559970892890.0,297.47622441,4565153.86753024,4565153.86753024,4502606.74509519,29278494486.282066,93299663.515625,4502606.74509519,691331.0,1770.8,16329433.254716981,18680009.828,369098.0,369098.0,3.0760416666666663,82.41730558598029,0.0719,27052.20828886796
2017-05-15,0.970711982352941,12.9644144672283,559970892890.0,559970892890.0,327.30377033,4732171.69195208,4732171.69195208,4329595.85547557,28518092168.49919,88295458.75,4329595.85547557,636240.0,1780.0,16331518.121301776,8581202.0,329229.0,329229.0,3.595833333333333,82.3723986856517,0.0719,28026.643961281243
2017-05-16,0.973960871212121,14.8672358711772,559970892890.0,559970892890.0,343.40900559,3674392.13728044,3674392.13728044,3642086.24030577,28231611764.41274,107830156.80208333,3642086.24030577,453277.0,1717.91,16333403.61328125,22757892.4713,233977.0,233977.0,2.9656249999999993,82.3274917853231,0.0719,21750.000823007013
2017-05-17,0.981881941935484,13.7181464752303,559970892890.0,559970892890.0,485.9361122,4314627.13089748,4314627.13089748,4421399.76340616,29504411589.42164,100123519.96875,4421399.76340616,591516.0,1708.99,16335203.409090908,28331140.6129,317527.0,317527.0,2.493229166666666,82.28258488499452,0.0719,25525.842599137886
2017-05-18,0.974609492957747,13.8618654315994,559970892890.0,559970892890.0,392.02141315,3952755.1779835,3952755.1779835,4037060.37897186,30099863042.9359,98171869.9375,4037060.37897186,570190.0,1783.98,16337061.258865248,31802940.1008,288904.0,288904.0,2.7314236111111114,82.23767798466594,0.0719,23372.202797756494
2017-05-19,0.971260817073171,15.0717561785921,559970892890.0,559970892890.0,442.811934,4565153.86753024,4565153.86753024,4815456.24257254,31585346167.824944,91835411.53125,4815456.24257254,633618.0,1879.99,16338968.75,22352517.103,319502.0,319502.0,3.209895833333334,82.19277108433735,0.0719,26978.508304825835
2017-05-20,0.967212927272727,13.8499725472718,559970892890.0,559970892890.0,387.7538543,4592990.17160055,4592990.17160055,4886339.56454024,32591077450.634605,96005315.31770833,4886339.56454024,646322.0,1957.38,16341025.0,27536147.8068,352805.0,352805.0,2.6593750000000003,82.14786418400877,0.0719,27128.181529407786
2017-05-21,0.990363700680272,13.7010808582458,559970892890.0,559970892890.0,352.78845637,4091936.69833503,4091936.69833503,4467333.32139705,33365574586.101032,100918871.453125,4467333.32139705,608720.0,2008.84,16342975.0,24757265.5744,326057.0,326057.0,2.8041666666666667,82.10295728368018,0.0719,24155.53147407146
2017-05-22,0.966800397260275,14.9011273042001,559970892890.0,559970892890.0,406.63804239,4064100.39426473,4064100.39426473,4964459.57266732,35233717333.757706,109968527.88020833,4964459.57266732,604611.0,2017.55,16344818.055555556,13597641.384,327868.0,327868.0,3.2531250000000003,82.05805038335158,0.0719,23978.08593842979
2017-05-23,0.978685166666667,15.3892023516421,584152236544.97,584152236544.97,468.38356854,4976737.78165219,4976737.78165219,5849528.14907328,35997354805.14984,108705578.22395833,5849528.14907328,687291.0,2099.98,16346768.181818182,34310649.2288,367710.0,367710.0,3.425347222222222,82.013143483023,0.0719,29346.55371203323
2017-05-24,0.970548168831169,16.9835348658372,595921917085.0,595921917085.0,472.94001691,4562009.63318118,4562009.63318118,5777645.70954402,38922026987.47629,107227715.28125,5777645.70954402,631836.0,2256.32,16348778.839869281,31598452.9344,338642.0,338642.0,3.092534722222222,81.96823658269442,0.0719,26886.27772467855
2017-05-25,0.976875766871166,18.8490306323137,595921917085.0,595921917085.0,498.87943053,4828620.58576969,4828620.58576969,6652086.79657236,42392763657.39964,103944861.75520833,6652086.79657236,659056.0,2421.49,16350756.481481481,53625542.6632,350114.0,350114.0,3.370833333333333,81.92332968236583,0.0719,28441.963015837042
2017-05-26,0.958775267973856,17.3138788297261,595921917085.0,595921917085.0,469.79624965,4532386.19400468,4532386.19400468,5857614.17179412,39294158226.208176,108304258.10416667,5857614.17179412,641521.0,2277.01,16352743.791390728,75061498.0294,333340.0,333340.0,3.1361111111111106,81.87842278203723,0.0719,26682.42311300082
2017-05-27,0.991460916666667,16.7218782210433,595921917085.0,595921917085.0,528.8278222,4976737.78165219,4976737.78165219,5550225.48785938,34496598906.378624,103756434.453125,5550225.48785938,651462.0,2279.82,16354743.75,64580050.7724,331914.0,331914.0,2.8890624999999996,81.83351588170865,0.0719,29282.278026133852
2017-05-28,0.977982139393939,17.888821837629,595921917085.0,595921917085.0,421.48503001,4887867.46412269,4887867.46412269,5637036.09336445,36032546416.195244,97334192.53125,5637036.09336445,592663.0,2047.76,16356821.088957055,53685857.7112,308143.0,308143.0,2.865625,81.78860898138007,0.0719,28743.598227790124
2017-05-29,0.977900741721854,16.6768593482583,595921917085.0,595921917085.0,494.90441559,4473139.31565167,4473139.31565167,5363911.6870551,36920935150.35544,92743199.72395833,5363911.6870551,594356.0,2177.38,16358800.0,33478175.5472,321638.0,321638.0,3.6036458333333337,81.74370208105148,0.0719,26290.304569409574
2017-05-30,0.980603117318436,18.5665918804198,595921917085.0,595921917085.0,588.38790095,5302595.6125937,5302595.6125937,6715480.58337219,37282989203.97408,100582934.83854167,6715480.58337219,634489.0,2290.02,16360859.57142857,27788568.2928,347961.0,347961.0,3.8413194444444447,81.6987951807229,0.0719,31148.20688003552
2017-05-31,0.976696451219512,18.3323268022102,595921917085.0,595921917085.0,570.4198544,4858244.02494618,4858244.02494618,5896299.59870206,36805991976.60036,98991656.58854167,5896299.59870206,614127.0,2204.89,16363006.25,30624224.3347,321634.0,321634.0,3.524479166666667,81.65388828039431,0.0719,28522.335617847915
2017-06-01,0.977746641176471,20.1850442031322,595921917085.0,595921917085.0,569.07004507,5035984.6600052,5035984.6600052,6453340.2971392,39187858183.71148,100246139.44791667,6453340.2971392,610355.0,2298.01,16365093.75,37405260.2924,319709.0,319709.0,3.451736111111112,81.60898138006571,0.0731,30042.75337728711
2017-06-02,0.981988616438356,20.5581280436309,595921917085.0,595921917085.0,470.15193004,4325022.11976917,4325022.11976917,5582333.53083948,39771584685.66846,101149724.89583333,5582333.53083948,534562.0,2409.93,16367068.75,44285186.9709,271539.0,271539.0,3.2508680555555554,81.56407447973713,0.0731,25787.225762775848
2017-06-03,0.981052463541667,24.2679474916166,595921917085.0,595921917085.0,545.64725387,5687700.32188822,5687700.32188822,7556602.02583455,41225845322.00848,92420304.6875,7556602.02583455,601584.0,2488.98,16369184.539473685,30995417.2788,305320.0,305320.0,3.0529513888888893,81.51916757940855,0.0731,33893.29714431485
2017-06-04,0.982358670807454,23.3837421707828,628336862170.783,628336862170.783,441.99355556,5432357.04184814,5432357.04184814,6277178.51580928,41395052422.27394,83855326.93229167,6277178.51580928,537388.0,2541.29,16371389.84375,27540696.7041,266044.0,266044.0,2.6529513888888894,81.47426067907996,0.0731,32353.86070961702
2017-06-05,0.964430121951219,22.8568792407899,678760110082.0,678760110082.0,475.43804182,5533581.08610618,5533581.08610618,6653843.25890711,42732560943.079384,67663358.203125,6653843.25890711,576033.0,2529.53,16373420.935582822,22289105.3668,289930.0,289930.0,3.379513888888889,81.42935377875136,0.0731,32938.56262364055
2017-06-06,0.990044397350993,23.0181801138157,678760110082.0,678760110082.0,511.33813564,5094943.56098801,5094943.56098801,6998125.22728295,46667471974.071396,68808394.71875,6998125.22728295,617594.0,2699.12,16375390.939597316,32998550.4104,297416.0,297416.0,3.611979166666666,81.38444687842278,0.0731,30310.853858267514
2017-06-07,0.992122860606061,22.7231069645585,678760110082.0,678760110082.0,668.13204735,5567322.4341922,5567322.4341922,7719493.89799982,46281884620.45471,70340173.24479167,7719493.89799982,657365.0,2872.3,16377362.5,76860450.16,339720.0,339720.0,3.521875,81.3395399780942,0.0731,33102.855881175645
2017-06-08,0.969814206060606,22.869985718529,678760110082.0,678760110082.0,490.9904414,5567322.4341922,5567322.4341922,7029707.6002043,45100763652.12348,58575463.473958336,7029707.6002043,609713.0,2683.03,16379425.0,45523077.3312,307377.0,307377.0,3.2437500000000004,81.29463307776561,0.0731,33084.58006291988
2017-06-09,0.973540092715232,23.4074255986288,678760110082.0,678760110082.0,455.56014992,5094943.56098801,5094943.56098801,6703956.91372409,46285699949.49252,54739486.885416664,6703956.91372409,571965.0,2809.01,16381395.25,37189747.4445,282184.0,282184.0,3.112152777777778,81.24972617743703,0.0731,30260.67842996531
2017-06-10,0.966455241134752,24.2858830563351,678760110082.0,678760110082.0,390.9040331,4757530.08012788,4757530.08012788,6249243.42805614,46981108983.00696,50269611.942708336,6249243.42805614,516466.0,2825.14,16383226.517857144,22712571.773,254993.0,254993.0,2.803645833333333,81.20481927710844,0.0731,28241.042473476216
2017-06-11,0.945474835616438,28.9830746926941,678760110082.0,678760110082.0,356.12024978,4926236.82055794,4926236.82055794,6463254.63954548,48081532950.36537,48001076.333333336,6463254.63954548,467562.0,2898.63,16385017.413793104,27858066.2451,222892.0,222892.0,2.367013888888889,81.15991237677984,0.0731,29226.326550244044
2017-06-12,0.967594673469388,23.8921194273733,678760110082.0,678760110082.0,409.8643713,4959978.16864396,4959978.16864396,6495311.58752569,46267621904.07424,43965751.109375,6495311.58752569,538625.0,2954.96,16386853.362068966,20268957.128,269098.0,269098.0,3.004340277777778,81.11500547645126,0.0731,29410.22477645351
2017-06-13,0.977147936170213,20.8424223154597,678760110082.0,678760110082.0,479.43977642,4757530.08012788,4757530.08012788,6081318.61351558,44500693084.01365,55652206.088541664,6081318.61351558,611163.0,2656.97,16388650.0,83787469.2409,291776.0,291776.0,3.239930555555555,81.07009857612267,0.0731,28194.189921220513
2017-06-14,0.969356292857143,20.3720263476562,678760110082.0,678760110082.0,454.74199601,4723788.73204186,4723788.73204186,5950179.96751802,43489809244.65124,60890056.114583336,5950179.96751802,565825.0,2706.0,16390406.564748202,44052895.26,287644.0,287644.0,3.2006944444444443,81.02519167579409,0.0731,27978.724372569268
2017-06-15,0.994383816993464,18.8272383052506,678760110082.0,678760110082.0,435.40345777,5162426.25716004,5162426.25716004,5519035.46403947,38544241466.68725,56997415.880208336,5519035.46403947,573732.0,2445.0,16392237.5,72110605.05,293141.0,293141.0,3.2147569444444444,80.98028477546549,0.0731,30559.802110756427
2017-06-16,0.983088047297297,20.0518910675912,678760110082.0,678760110082.0,375.35139576,4993719.51672997,4993719.51672997,5412747.31911236,39905047938.12189,46402864.8125,5412747.31911236,536166.0,2424.8,16394118.75,89135793.488,269937.0,269937.0,2.988020833333333,80.93537787513691,0.0731,29544.722912104895
2017-06-17,0.985705317241379,22.9019068929586,679668719408.648,679668719408.648,311.39831919,5129905.64429561,5129905.64429561,5553872.73489071,41816849726.164,40028171.645833336,5553872.73489071,477379.0,2477.94,16395944.667832168,34208779.4202,236554.0,236554.0,2.538194444444444,80.89047097480832,0.0731,30333.611352870495
2017-06-18,0.93663735862069,25.5680589071039,711697198173.0,711697198173.0,277.9955946,5129905.64429561,5129905.64429561,5352903.24473236,41942561353.31453,27573455.265625,5352903.24473236,433247.0,2629.76,16397762.5,29373577.6768,209359.0,209359.0,2.2039930555555554,80.84556407447974,0.0731,30316.77144026752
2017-06-19,0.986316271523179,21.6454512123374,711697198173.0,711697198173.0,387.16284645,5342177.6019906,5342177.6019906,5967196.34476597,41966862455.69937,14130650.119791666,5967196.34476597,532520.0,2522.0,16399615.10067114,23726295.06,269774.0,269774.0,2.894444444444444,80.80065717415116,0.0731,31553.7217977748
2017-06-20,0.965675224637681,21.172156661264,711697198173.0,711697198173.0,388.08537505,4882255.02698479,4882255.02698479,5831891.72450183,43576557084.07196,15984578.203125,5831891.72450183,591484.0,2600.0,16401422.407407407,27543022.0,269438.0,269438.0,3.1279513888888886,80.75575027382257,0.0731,28821.14926123103
2017-06-21,0.983057978571429,21.4586634127402,711697198173.0,711697198173.0,462.70370719,4953012.34621645,4953012.34621645,6054325.83660712,44298500419.59519,27390099.041666668,6054325.83660712,585195.0,2740.0,16403151.258992806,43565506.8,280203.0,280203.0,2.9104166666666664,80.71084337349397,0.0731,29222.58785064967
2017-06-22,0.992577848920864,21.9423359095048,711697198173.0,711697198173.0,447.10509654,4917633.68660062,4917633.68660062,5940316.94676479,43939924454.0479,29140657.697916668,5940316.94676479,534178.0,2658.69,16404902.898550725,41677438.3317,269685.0,269685.0,2.765451388888889,80.66593647316539,0.0731,28997.71199165469
2017-06-23,0.94888029375,24.4348251870966,711697198173.0,711697198173.0,338.95972894,5660585.53853309,5660585.53853309,6351539.58948352,44529921550.794,16011332.947916666,6351539.58948352,506613.0,2713.48,16406768.75,29296358.168,259938.0,259938.0,2.8276041666666667,80.6210295728368,0.0731,33360.07931283051
2017-06-24,0.949838753424658,24.7829334513078,711697198173.0,711697198173.0,307.20884336,5165284.30391144,5165284.30391144,5726988.95952891,43399311975.59295,17138656.411458332,5726988.95952891,469728.0,2685.05,16408686.637931034,22104620.424,227127.0,227127.0,2.365263157894737,80.57612267250822,0.0731,30424.11632302654
2017-06-25,0.927724532786885,25.2814466127911,711697198173.0,711697198173.0,258.68838592,4316196.47313148,4316196.47313148,4568837.75041699,42013039849.40429,12886969.869791666,4568837.75041699,378449.0,2557.0,16410356.25,34145615.46,180719.0,180719.0,2.0920138888888893,80.53121577217962,0.0731,25408.72296792893
2017-06-26,0.987224345070423,20.3480594537303,711697198173.0,711697198173.0,375.05657594,5023769.66544811,5023769.66544811,5353248.87332519,40327207458.835365,16824960.442708332,5353248.87332519,515884.0,2502.03,16412000.177304965,25870164.5301,261906.0,261906.0,2.794791666666667,80.48630887185104,0.0731,29557.595888282765
2017-06-27,0.98994879389313,18.4631937034706,711697198173.0,711697198173.0,367.89377898,4634604.40967396,4634604.40967396,4795574.54295835,39201840266.75717,18981537.609375,4795574.54295835,556139.0,2430.0,16413712.5,53564903.1,259737.0,259737.0,2.902777777777778,80.44140197152245,0.0731,27252.708977352624
2017-06-28,0.97258723566879,21.1327600739666,711697198173.0,711697198173.0,385.86002411,5554449.55968559,5554449.55968559,6013686.13596844,41485455586.39293,15365199.453125,6013686.13596844,549137.0,2558.11,16415509.294871794,48960869.6017,279811.0,279811.0,2.951215277777777,80.39649507119387,0.0731,32643.410023002238
2017-06-29,0.966836958333333,20.6963314192664,711697198173.0,711697198173.0,341.40053758,4245439.15389981,4245439.15389981,4992120.70897841,41965669060.45727,20706794.010416668,4992120.70897841,467648.0,2558.3,16417244.612068966,31932419.187,231054.0,231054.0,2.6517361111111115,80.35158817086528,0.0731,24936.44060824944
2017-06-30,0.956314383116883,21.5599354671549,711697198173.0,711697198173.0,357.17190559,5448313.58083809,5448313.58083809,5808462.21420621,41267418984.89036,20857975.708333332,5808462.21420621,533428.0,2541.69,16418958.741830066,20656772.1342,267360.0,267360.0,2.7208333333333337,80.3066812705367,0.0731,31983.8802986958
2017-07-01,0.882732609756098,25.5956094099541,711697198173.0,711697198173.0,255.27403629,5802100.17699641,5802100.17699641,5723792.55869157,40316039448.49474,7068651.536458333,5723792.55869157,440617.0,2476.63,16420946.472392637,21612955.6188,221856.0,221856.0,2.297743055555556,80.2617743702081,0.0722,33622.59095117487
2017-07-02,0.77958329787234,31.7215484457686,708707940675.899,708707940675.899,197.85958294,6622798.79067395,6622798.79067395,6234521.40998292,40204150524.62408,5610033.078125,6234521.40998292,409306.0,2421.26,16423143.75,21447811.6312,196539.0,196539.0,2.1852430555555555,80.21686746987952,0.0722,38356.98448129852
2017-07-03,0.815769535294118,24.0981473352805,708659466230.0,708659466230.0,283.21012118,5988701.03412006,5988701.03412006,6150160.47587895,41471951470.41253,4397002.869791667,6150160.47587895,497459.0,2512.71,16425385.28106509,21973171.5351,253244.0,253244.0,2.802951388888889,80.17196056955093,0.0722,34665.09020889583
2017-07-04,0.89702977124183,22.4000322904512,708659466230.0,708659466230.0,293.93425872,5389830.93070805,5389830.93070805,5722827.44966135,42659830348.86887,9627419.119791666,5722827.44966135,548402.0,2549.93,16427400.0,29402809.3419,255483.0,255483.0,2.859375,80.12705366922235,0.0722,31181.10585665783
2017-07-05,0.909539919463088,22.7748402107806,708659466230.0,708659466230.0,225.82080685,5248920.31814053,5248920.31814053,5452524.49486299,42326692632.15001,10762963.880208334,5452524.49486299,476017.0,2598.89,16429289.27364865,25122144.1961,237008.0,237008.0,2.6102430555555562,80.08214676889375,0.0722,30348.895086739318
2017-07-06,0.956304661971831,23.4843653542807,708659466230.0,708659466230.0,241.52060511,5002326.74614734,5002326.74614734,5302487.88461233,42653489890.936104,20714987.640625,5302487.88461233,459295.0,2600.0,16431111.968085106,28210572.0,225106.0,225106.0,2.608333333333333,80.03723986856517,0.0722,28906.889134264497
2017-07-07,0.937060209459459,21.8591803545723,708659466230.0,708659466230.0,240.65571245,5213692.66499864,5213692.66499864,5325202.36289879,41823676349.39947,18565077.994791668,5325202.36289879,559414.0,2599.67,16432918.75,21613344.4196,243614.0,243614.0,2.670659722222222,79.99233296823658,0.0722,30111.40274291945
2017-07-08,0.858895296969697,25.784410150473,708659466230.0,708659466230.0,192.41183082,5812562.76841065,5812562.76841065,6009727.18023164,41377281973.39395,8429926.979166666,6009727.18023164,451049.0,2502.86,16434869.720496895,23595437.3354,220835.0,220835.0,2.3703125,79.947426067908,0.0722,33551.299004304645
2017-07-09,0.749616797101449,25.5464752399398,708659466230.0,708659466230.0,157.22803089,4861416.13357982,4861416.13357982,4856461.58253827,41786768157.09331,5048875.078125,4856461.58253827,390403.0,2555.14,16436775.0,13807107.8124,188124.0,188124.0,2.0763888888888893,79.90251916757941,0.0722,28045.32437639477
2017-07-10,0.746657908629442,26.2101387153078,708659466230.0,708659466230.0,205.57250621,6939847.66895089,6939847.66895089,6632606.65260221,40418493098.42079,8381885.354166667,6632606.65260221,567053.0,2509.58,16438868.75,11273510.1802,251722.0,251722.0,2.861631944444444,79.85761226725083,0.0722,40013.21576541043
2017-07-11,0.890107624277456,20.908507569854,708659466230.0,708659466230.0,207.57617324,6094383.99354571,6094383.99354571,5605340.88589458,38494893567.81342,19529894.125,5605340.88589458,563335.0,2327.09,16441172.093023255,40483407.3522,265759.0,265759.0,3.005729166666667,79.81270536692224,0.0722,35118.749587836006
2017-07-12,0.881564158192091,22.3681107009061,708659466230.0,708659466230.0,222.35199706,6235294.60611324,6235294.60611324,5756410.92076747,38485861976.40967,15384175.744791666,5756410.92076747,513003.0,2310.93,16443361.292613637,40417980.8256,257138.0,257138.0,2.839409722222222,79.76779846659365,0.0722,35910.52723816417
2017-07-13,0.855335471337579,20.9174868911897,708659466230.0,708659466230.0,210.79018124,5530741.54327559,5530741.54327559,5143505.4391091,38908360938.383896,31094103.75,5143505.4391091,489849.0,2388.0,16445450.0,30735685.32,245895.0,245895.0,2.672222222222222,79.72289156626506,0.0722,31834.90834183013
2017-07-14,0.900208978417266,19.7386057439052,761764941640.259,761764941640.259,215.37764419,5559049.84406697,5559049.84406697,4517081.23146398,37524566892.95,30220674.78125,4517081.23146398,473083.0,2338.49,16447301.992753623,19740363.335,227903.0,227903.0,2.513715277777778,79.67798466593648,0.0722,31979.826730404162
2017-07-15,0.97498737007874,18.4009264466702,804525194568.0,804525194568.0,378.35756847,5079131.8719173,5079131.8719173,4159161.40474086,34163696619.96987,35464081.354166664,4159161.40474086,446600.0,2216.1,16448963.888888888,28047227.532,221851.0,221851.0,2.298263888888889,79.63307776560788,0.0722,29202.510421015722
2017-07-16,0.840269717791411,21.081470308243,804525194568.0,804525194568.0,166.92852306,6518885.7883663,6518885.7883663,4283016.91517419,31993489903.408707,30092574.302083332,4283016.91517419,406437.0,1972.29,16450775.0,39151179.3198,203165.0,203165.0,2.208854166666667,79.5881708652793,0.0722,37459.251349448285
2017-07-17,0.94528775,18.2596045974985,804525194568.0,804525194568.0,198.03657541,5918988.32317922,5918988.32317922,4205460.83287287,33836106416.779922,31651372.739583332,4205460.83287287,475432.0,1910.96,16452718.75,48851609.4536,230315.0,230315.0,2.517881944444445,79.54326396495071,0.0722,33992.88997303883
2017-07-18,0.959427872727273,19.92916167243,804525194568.0,804525194568.0,224.51846967,6598872.11705791,6598872.11705791,5318674.73797644,37401896943.82107,30235992.151041668,5318674.73797644,561056.0,2220.07,16454680.444785276,58726534.8792,260575.0,260575.0,2.9048611111111113,79.49835706462213,0.0722,37876.083306923836
2017-07-19,0.939300073825503,18.7766236626001,804525194568.0,804525194568.0,201.60223858,5958981.48752502,5958981.48752502,4764906.23361071,37974276651.69592,34663978.854166664,4764906.23361071,519401.0,2300.01,16456637.5,57891090.6993,253768.0,253768.0,2.7774305555555556,79.45345016429354,0.0722,34183.93031045902
2017-07-20,0.929456129629631,24.0905231593985,804525194568.0,804525194568.0,229.27219537,6478892.62402049,6478892.62402049,5545614.34077037,40551305200.55585,33920999.46875,5545614.34077037,477428.0,2265.21,16458581.25,38549139.9111,230199.0,230199.0,2.805034722222222,79.40854326396496,0.0722,37145.41450211967
2017-07-21,0.976516766233766,22.1486115842861,804525194568.0,804525194568.0,249.73969757,6158947.30925405,6158947.30925405,6018796.60358341,44859686354.03485,36498896.473958336,6018796.60358341,542765.0,2840.0,16460553.676470589,87491851.6,268443.0,268443.0,2.6574652777777774,79.36363636363637,0.0722,35291.10402460622
2017-07-22,0.92575418125,26.9621502340532,804525194568.0,804525194568.0,171.03691992,6398906.29532888,6398906.29532888,6110647.80474536,45809851973.18364,20713408.416666668,6110647.80474536,433136.0,2672.95,16462514.229559748,55874277.62,223358.0,223358.0,2.215798611111111,79.31872946330778,0.0722,36645.33506907794
2017-07-23,0.683351726744186,34.7901788685211,804525194568.0,804525194568.0,125.37693822,6878824.26747855,6878824.26747855,6298100.87074725,45582913886.250435,6556474.90625,6298100.87074725,353198.0,2825.51,16464593.75,36210182.1295,181031.0,181031.0,1.9420138888888892,79.27382256297919,0.0722,39371.43213726911
